交通位置,参考价格,建成时间,建筑风格,所在小区,所属区县,网址
"
近地铁8号线中兴路站
",71025元/m2,,/ 2014年建成,西藏北路,静安,https://sh.lianjia.com/xiaoqu/5011000001439/
"
近地铁1号线汶水路站
",74833元/m2,,/ 2007年建成,大宁,静安,https://sh.lianjia.com/xiaoqu/5011000016873/
"
近地铁2号线南京西路站
",120486元/m2,,/ 2006年建成,南京西路,静安,https://sh.lianjia.com/xiaoqu/5011000015751/
"
近地铁1号线延长路站
",66602元/m2,,/ 1995年建成,大宁,静安,https://sh.lianjia.com/xiaoqu/5011000013858/
"
近地铁11号线(花桥-三林)隆德路站
",84420元/m2,,/ 2001年建成,曹家渡,静安,https://sh.lianjia.com/xiaoqu/5011000018226/
"
",50571元/m2,,/ 1997年建成,彭浦,静安,https://sh.lianjia.com/xiaoqu/5011000017721/
"
近地铁7号线昌平路站
",124387元/m2,,/ 2004年建成,江宁路,静安,https://sh.lianjia.com/xiaoqu/5011000018284/
"
",82162元/m2,,/ 2002年建成,大宁,静安,https://sh.lianjia.com/xiaoqu/5011000018365/
"
近地铁7号线长寿路站
",99309元/m2,,/ 2005年建成,江宁路,静安,https://sh.lianjia.com/xiaoqu/5011000017995/
"
",62423元/m2,,/ 2014年建成,彭浦,静安,https://sh.lianjia.com/xiaoqu/5011000005367/
